barriers_1,barriers_2,barriers_3,barriers_4,barriers_5,barriers_6,barriers_7,barriers_8,barriers_9,barriers_10,barriers_11,barriers_12,barriers_13,barriers_14,barriers_15,barriers_16,id,productivity_1
0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,1428,50
1,1,0,1,0,0,0,0,0,0,-2,0,0,0,0,0,1429,50
2,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1430,20
2,0,2,0,2,2,0,0,2,0,2,0,2,0,0,2,1431,40
1,0,1,2,0,2,1,2,1,2,1,1,0,2,2,0,1432,30
0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1433,50
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1434,30
-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1435,0
0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1436,50
1,1,1,2,0,0,0,1,1,0,0,1,2,-1,2,2,1437,30
2,2,2,2,2,2,2,0,0,0,0,0,-2,-2,0,0,1438,20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1439,0
0,0,-1,-1,-2,-2,0,2,0,0,1,-1,-1,2,0,1,1440,0
0,2,1,2,1,2,1,0,0,-2,0,0,-2,-1,0,0,1441,-20
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1442,50
1,0,1,1,0,-1,-1,-1,0,0,-2,0,0,0,1,-1,1443,-20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1444,-20
0,2,1,0,0,0,0,0,1,-2,-1,2,-2,0,2,-1,1445,30
0,0,0,0,0,0,0,0,0,0,-1,1,-2,0,0,0,1446,30
0,0,2,1,-1,1,0,0,-1,-1,0,0,-1,1,0,0,1447,10
0,0,0,-1,0,-1,0,0,0,0,-1,-1,0,0,0,-1,1448,-10
1,0,0,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,1449,-20
2,1,2,1,1,2,1,2,1,2,2,2,2,2,1,2,1450,50
2,2,2,0,0,1,0,0,0,0,0,0,-2,0,0,-1,1451,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1452,50
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1453,0
2,2,2,0,1,1,1,1,0,0,2,2,2,0,2,2,1454,50
1,0,2,2,2,1,1,1,1,1,2,2,0,1,2,1,1455,50
0,0,0,0,0,0,0,-1,0,0,2,0,0,0,0,0,1456,50
1,1,1,-1,-1,1,0,0,2,0,1,1,0,0,1,1,1457,50
2,2,1,2,1,0,-1,0,2,0,1,1,1,0,2,2,1458,50
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1459,50
0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1460,0
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1461,10
-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1462,50
-2,-1,0,0,0,-1,-2,-2,0,-2,-1,0,0,-2,0,0,1463,40
0,1,1,0,0,0,0,0,1,0,0,0,0,2,0,2,1464,40
1,1,1,1,2,0,-1,-1,2,1,1,0,2,1,0,0,1465,0
0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1466,-20
0,1,0,1,0,0,-1,-1,1,0,1,0,1,0,0,0,1467,0
0,0,1,2,2,0,0,0,0,0,0,2,0,2,0,2,1468,50
0,0,1,0,0,0,-1,-1,0,-1,-1,0,0,-2,0,0,1469,-10
2,0,0,0,0,0,0,1,0,0,0,0,-2,0,0,0,1470,50
0,-1,0,-2,-2,-1,-1,0,1,0,-2,1,0,1,0,0,1471,-20
2,1,1,1,2,0,-1,-2,1,2,1,2,2,2,2,1,1472,-30
0,1,0,0,0,2,0,2,0,0,1,-1,0,0,0,2,1473,-10
1,1,0,1,0,1,2,0,1,1,1,1,1,0,1,1,1474,-10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1475,30
2,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,1476,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1477,0
-1,0,-1,0,1,2,0,-2,0,-2,0,2,-1,0,0,1,1478,40
0,0,1,0,0,0,0,0,0,1,0,1,-1,1,0,1,1479,10
0,-1,1,0,0,0,-2,-1,-1,0,-1,-2,0,0,0,0,1480,-10
0,-2,0,0,0,0,-1,0,0,0,-1,-1,0,0,0,0,1481,-10
0,-1,-1,-2,1,0,-2,0,0,1,0,0,0,0,0,1,1482,10
1,0,1,2,0,-1,0,1,-1,1,2,0,2,1,1,1,1483,10
0,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,2,0,1484,40
0,0,-1,0,-1,-1,0,0,-1,-2,0,1,-2,0,0,0,1485,30
2,2,2,2,0,1,1,2,0,0,0,2,0,0,0,2,1486,50
2,1,1,1,0,0,1,2,1,2,1,2,1,2,1,2,1487,40
0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1488,-20
2,2,0,0,0,0,0,2,0,0,0,2,2,0,2,2,1489,20
0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1490,0
0,0,0,-1,2,2,0,0,0,0,0,0,0,0,0,0,1491,0
0,1,1,1,1,1,-1,1,0,0,1,-1,1,0,0,0,1492,30
1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,1493,30
0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1494,0
1,1,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,1495,40
1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,0,1,-1,0,0,1496,10
-1,1,-1,0,0,-1,1,-2,0,0,0,-2,0,0,-2,0,1497,20
0,-1,0,0,0,-1,-2,1,-1,0,2,-1,2,0,1,0,1498,30
0,0,0,0,-1,0,0,-1,0,0,-1,0,0,1,0,0,1499,40
1,0,0,0,0,1,0,1,-2,-2,0,1,-2,0,0,0,1500,50
0,2,1,2,0,-1,-1,0,0,1,-1,-1,0,-2,0,0,1501,0
1,0,0,0,0,-1,-1,-1,0,0,-1,0,0,0,0,0,1502,0
-1,2,2,0,0,2,0,-1,1,0,0,0,0,-2,2,-2,1503,-20
-2,-2,-2,-1,-1,-1,-1,0,-2,-1,-2,-1,-1,-1,-2,-2,1504,40
1,-1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1505,40
0,0,0,0,0,0,0,0,0,1,-1,-1,0,0,-1,0,1506,20
1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1507,50
0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,1508,30
0,0,0,-1,-1,0,0,1,0,-2,0,0,0,1,0,0,1509,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1510,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1511,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1512,20
